关系编号,源资料编号,源标题,源发布日期,目标资料编号,目标标题,目标发布日期,关系类型,主题链条,区域路径,匹配依据,证据文本,置信度,是否人工确认,备注
EVO-00435,AUTO-20260427-F33CEF16E8,关于南方区域电力市场全月结算试运行市场监管有关事项,2024-11-02,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,南方区域->全国,主题链条：电力市场；国家/区域/地方层级承接,关于南方区域电力市场全月结算试运行市场监管有关事项 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00436,AUTO-20260425-02AD665464,关于印发南方区域电力市场配套实施细则的通知,2024-11-14,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,配套文件,电力市场,南方区域->全国,主题链条：电力市场；国家/区域/地方层级承接,关于印发南方区域电力市场配套实施细则的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00437,AUTO-20260425-02AD665464,关于印发南方区域电力市场配套实施细则的通知,2024-11-14,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,配套文件,电力市场,南方区域->全国,主题链条：电力市场；国家/区域/地方层级承接,关于印发南方区域电力市场配套实施细则的通知 与 电力市场运行基本规则_国家发展和改革委员会 属于同一研究链条,中,否,
EVO-00438,AUTO-20260427-D5C34F91B8,市工业和信息化局关于做好天津市2025年电力市场化交易工作的通知_委局文件_政务公开,2024-11-15,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,天津->全国,主题链条：电力市场；国家/区域/地方层级承接,市工业和信息化局关于做好天津市2025年电力市场化交易工作的通知_委局文件_政务公开 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00439,AUTO-20260427-D5C34F91B8,市工业和信息化局关于做好天津市2025年电力市场化交易工作的通知_委局文件_政务公开,2024-11-15,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,地方承接,电力市场,天津->四川,主题链条：电力市场；国家/区域/地方层级承接,市工业和信息化局关于做好天津市2025年电力市场化交易工作的通知_委局文件_政务公开 与 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 属于同一研究链条,中,否,
EVO-00440,AUTO-20260427-D2550973DB,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东省虚拟电厂参与电力市场交易实施方案》的通知,2024-11-18,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,广东->全国,主题链条：电力市场；国家/区域/地方层级承接,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东省虚拟电厂参与电力市场交易实施方案》的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00441,AUTO-20260427-D2550973DB,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东省虚拟电厂参与电力市场交易实施方案》的通知,2024-11-18,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,地方承接,电力市场,广东->四川,主题链条：电力市场；国家/区域/地方层级承接,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东省虚拟电厂参与电力市场交易实施方案》的通知 与 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 属于同一研究链条,中,否,
EVO-00442,AUTO-20260425-19A93F32F1,云南电力市场规则,2024-12-09,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,南方区域->全国,主题链条：电力市场；国家/区域/地方层级承接,云南电力市场规则 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00443,AUTO-20260425-19A93F32F1,云南电力市场规则,2024-12-09,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,地方承接,电力市场,南方区域->四川,主题链条：电力市场；国家/区域/地方层级承接,云南电力市场规则 与 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 属于同一研究链条,中,否,
EVO-00444,AUTO-20260427-11E67EF119,关于印发《内蒙古电力多边交易市场规则体系》的通知,2024-12-27,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,内蒙古自治区->全国,主题链条：电力市场；国家/区域/地方层级承接,关于印发《内蒙古电力多边交易市场规则体系》的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00445,AUTO-20260427-11E67EF119,关于印发《内蒙古电力多边交易市场规则体系》的通知,2024-12-27,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,地方承接,电力市场,内蒙古自治区->四川,主题链条：电力市场；国家/区域/地方层级承接,关于印发《内蒙古电力多边交易市场规则体系》的通知 与 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 属于同一研究链条,中,否,
EVO-00446,AUTO-20260427-5C3FEF8C0F,关于印发《电力市场规则体系（V15.0）》的通知,2024-12-30,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,山西->全国,主题链条：电力市场；国家/区域/地方层级承接,关于印发《电力市场规则体系（V15.0）》的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00447,AUTO-20260427-5C3FEF8C0F,关于印发《电力市场规则体系（V15.0）》的通知,2024-12-30,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,地方承接,电力市场,山西->四川,主题链条：电力市场；国家/区域/地方层级承接,关于印发《电力市场规则体系（V15.0）》的通知 与 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 属于同一研究链条,中,否,
EVO-00448,AUTO-20260502-2AB70BEFDC,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知,2025-01-02,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,配套文件,电力市场;辅助服务,西北区域->全国,主题链条：电力市场；国家/区域/地方层级承接,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00449,AUTO-20260502-2AB70BEFDC,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知,2025-01-02,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,配套文件,电力市场;辅助服务,西北区域->全国,主题链条：电力市场；国家/区域/地方层级承接,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知 与 电力市场运行基本规则_国家发展和改革委员会 属于同一研究链条,中,否,
EVO-00450,AUTO-20260427-C52ED507A1,国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知,2025-02-17,AUTO-20260502-2AB70BEFDC,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知,2025-01-02,地方承接,电力市场,南方区域->西北区域,主题链条：电力市场；国家/区域/地方层级承接,国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知 与 国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知 属于同一研究链条,中,否,
EVO-00451,AUTO-20260427-C52ED507A1,国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知,2025-02-17,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,地方承接,电力市场,南方区域->全国,主题链条：电力市场；国家/区域/地方层级承接,国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知 与 国家能源局关于印发《电力市场注册基本规则》的通知 属于同一研究链条,中,否,
EVO-00452,AUTO-20260425-B21BF48126,海南电力市场规则,2025-03-24,AUTO-20260427-002763E163,关于印发《新疆电力市场监管实施办法》 的通知 新监能市场〔2025〕24号,2025-03-21,地方承接,电力市场,南方区域->新疆,主题链条：电力市场；国家/区域/地方层级承接,海南电力市场规则 与 关于印发《新疆电力市场监管实施办法》 的通知 新监能市场〔2025〕24号 属于同一研究链条,中,否,
EVO-00453,AUTO-20260425-B21BF48126,海南电力市场规则,2025-03-24,AUTO-20260427-C52ED507A1,国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知,2025-02-17,地方承接,电力市场,南方区域->南方区域,主题链条：电力市场；国家/区域/地方层级承接,海南电力市场规则 与 国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知 属于同一研究链条,中,否,
